president,year,party,sentence,sentiment
Barack Obama,2009,,"And yet, it is China that has launched the largest effort in history to make their economy energy-efficient.",0.6865536
George W. Bush,2009,,Go to China and ask.,-0.11484852
George W. Bush,2008,,"In Asia, nations like China and Japan and South Korea have lowered interest rates and have launched significant economic stimulus plans.",0.6416921
George W. Bush,2008,,Free markets turned small areas like Singapore and Hong Kong and Taiwan into global economic players.,0.5746261
Barack Obama,2008,,"This country is more generous than one where a man in Indiana has to pack up the equipment he&#39;s worked on for twenty years and watch it shipped off to China, and then chokes up as he explains how he felt like a failure when he went home to tell his family the news.",-0.77848625
George W. Bush,2008,,"Let us create a new international clean technology fund, which will help developing nations like India and China make a greater use of clean energy sources.",0.7856309
George W. Bush,2007,,"Together with our partners in China and Japan, Russia and South Korea, we're pursuing intensive diplomacy to achieve a Korean Peninsula free of nuclear weapons.",0.33695975
George W. Bush,2006,,"In a dynamic world economy, we are seeing new competitors like China and India, and this creates uncertainty, which makes it easier to feed people's fears.",-0.20486817
George W. Bush,2003,,"Soon there were new democracies in Latin America, and free institutions were spreading in Korea, in Taiwan, and in East Asia.",0.4224208
George W. Bush,2003,,Our commitment to democracy is tested in China.,-0.15993771
George W. Bush,2003,,"Yet, China's people will eventually want their liberty pure and whole.",-0.023567438
George W. Bush,2003,,China has discovered that economic freedom leads to national wealth.,0.5328878
George W. Bush,2003,,China's leaders will also discover that freedom is indivisible -- that social and religious freedom is also essential to national greatness and national dignity.,0.58091944
George W. Bush,2003,,"America is working with the countries of the region, South Korea, Japan, China, and Russia, to find a peaceful solution and to show the North Korean government that nuclear weapons will bring only isolation, economic stagnation, and continued hardship.",-0.18260181
George W. Bush,2002,,"Even in China, leaders are discovering that economic freedom is the only lasting source of national wealth.",0.73302954
George W. Bush,2002,,"America is working with Russia and China and India, in ways we have never before, to achieve peace and prosperity.",0.63399535
Bill Clinton,1999,,"We must continue to support security and stability in Europe and Asia, expanding NATO and defining its new missions, maintaining our alliance with Japan, with Korea, with our other Asian allies, and engaging China.",0.66389745
Bill Clinton,1999,,"In China, last year, I said to the leaders and the people what I'd like to say again tonight:",0.04487446
Bill Clinton,1999,,But I'd also like to say again to the American people: It's important not to isolate China.,-0.067776255
Bill Clinton,1999,,"The more we bring China into the world, the more the world will bring change and freedom to China.",0.46753854
Bill Clinton,1998,,"In the months ahead, I will pursue our security strategy with old allies in Asia and Europe and new partners from Africa to India and Pakistan, from South America to China.",0.19416107
Bill Clinton,1997,,We must pursue a deeper dialogue with China for the sake of our interests and our ideals.,0.3836571
Bill Clinton,1997,,An isolated China is not good for America; a China playing its proper role in the world is.,-0.5770766
Bill Clinton,1997,,"I will go to China, and I have invited China's President to come here, not because we agree on everything but because engaging China is the best way to work on our common challenges like ending nuclear testing and to deal frankly with our fundamental differences like human rights.",0.5411414
Bill Clinton,1997,,"Gary Locke, the newly elected Governor of Washington State, is the first Chinese-American Governor in the history of our country.",0.11395388
Bill Clinton,1994,,"And as we build a more constructive relationship with China, we must continue to insist on clear signs of improvement in that nation's human rights record.",0.5186448
Bill Clinton,1993,,I spoke with one of the folks who was in the reception just a few moments ago who told me that he was in China watching the vote on international television when it was taken.,-0.004175164
Bill Clinton,1993,,"And that is why I have worked so hard to sell more American products around the world; why I have asked that we be able to sell billions of dollars of computers we used not to sell to foreign countries and foreign interests, to put our people to work; why next week I am going all the way to Washington State to meet with the President of China and the Prime Minister of Japan and the heads of 13 other Asian countries, the fastest growing part of the world, to say, ""We want to be your partners.",0.33891207
George H. W. Bush,1990,,The Soviet Union and China ended all arms sales to Iraq.,-0.35900527
George H. W. Bush,1989,,"I see a Soviet Union which respects China's integrity and returns the northern territories to Japan, a prelude to the day when all the great nations of Asia will live in harmony.",0.3743632
George H. W. Bush,1989,,"When I served as our representative in China 14 or 15 years ago, few would have predicted the scope of the changes we've witnessed since then.",-0.13085413
George H. W. Bush,1989,,"But in preparing for this trip, I was struck by something I came across from a Chinese writer.",0.16097298
Ronald Reagan,1989,,"And the sailor was hard at work on the carrier Midway, which was patrolling the South China Sea.",-0.0789619
Ronald Reagan,1988,,"But consider for just a moment the striving for democracy that we have seen in places like the Philippines, Burma, Korea, Chile, Poland, South Africa -- even places like China and the Soviet Union.",0.011056319
Ronald Reagan,1988,,"When you consider that, according to the Freedom House count, 70 percent of those not living in freedom are in China and the Soviet Union -- and even in those nations, as I say, we see glimpses of hope -- the picture is even brighter.",0.56226635
Ronald Reagan,1988,,And even in China and the Soviet Union the theoretical underpinnings of Socialist economics are being reexamined.,-0.15000866
Ronald Reagan,1988,,"This regard for human rights as the foundation of peace is at the heart of the U.N. Those who starve in Ethiopia, those who die among the Kurds, those who face racial injustice in South Africa, those who still cannot write or speak freely in the Soviet Union, those who cannot worship in the Ukraine, those who struggle for life and freedom on boats in the South China Sea, those who cannot publish or assemble in Managua—all of this is more than just an agenda item on your calendar.",-0.8466606
Ronald Reagan,1988,,"Every year that passes, everywhere in the world, this lesson is taking hold, from the People's Republic of China to Cameroon, from Bolivia to Botswana, and, yes, in the citadel of Marxism-Leninism itself.",-0.12124683
George H. W. Bush,1988,,"There have been other missions for me - Congress, China, the CIA.",-0.083266
George H. W. Bush,1988,,China feels the winds of change.,0.027804442
Ronald Reagan,1988,,"Places such as the Republic of Korea, Singapore, Taiwan have vaulted into the technological era, barely pausing in the industrial age along the way.",0.5094213
Ronald Reagan,1988,,"Perhaps most exciting are the winds of change that are blowing over the People's Republic of China, where one-quarter of the world's population is now getting its first taste of economic freedom.",0.93953365
Ronald Reagan,1988,,"And as an ancient Chinese philosopher, Lao-tzu, said: ""Govern a great nation as you would cook a small fish; do not overdo it.""",0.02485907
Ronald Reagan,1985,,And now China is opening up its economy to meet its needs.,0.27980947
Ronald Reagan,1985,,"One nation, the Soviet Union, has conducted the greatest military buildup in the history of man, building arsenals of awesome offensive weapons.",0.8341556
Ronald Reagan,1984,,"Here in China, for example, centuries ago wood was used only for our most basic needs like keeping warm.",-0.26068676
Ronald Reagan,1984,,"The Chinese people have skill, ingenuity, and a rich heritage.",0.7894107
Ronald Reagan,1984,,And China's future depends on your dreams and your faith and determination to make your dreams come true.,0.68904984
Ronald Reagan,1984,,And we Chinese young people are confronted with the task of realizing our modernization program and maintaining a world peace.,0.20106304
Ronald Reagan,1984,,"So, I would like to know, after your trip to China, what measures are you going to take to further improve Sino-American relations?",-0.010613151
Ronald Reagan,1984,,"Cultural exchange-right now in Beijing,",0.013206594
Ronald Reagan,1984,,"Q. Mr. President, your China trip will soon come to its end.",-0.364037
Ronald Reagan,1984,,"One thing above all that impressed me almost before we got to the Guest House in Beijing when we flew in the other day was the warmth and the friendliness of you, the Chinese people, toward us.",0.92305773
Ronald Reagan,1984,,"And we all appreciate your beautiful speech, the gracious things you said about China and Fudan University, and your superb answers to our questions.",0.9787068
Ronald Reagan,1983,,"On that first day, Korea, Japan, Canada, Australia, the Netherlands, Pakistan, France, China, the United Kingdom, Zaire, New Zealand, and West Germany all joined us in denouncing the Soviet action and expressing our horror.",-0.36279353
Ronald Reagan,1983,,"Since then, the Soviet Union has carried on the most massive military buildup the world has ever seen.",-0.0010169744
Ronald Reagan,1983,,"This airfield with its MI-8 helicopters, anti-aircraft guns, and protected fighter sites is one of a number of military facilities in Nicaragua which has received Soviet equipment funneled through Cuba, and reflects the massive military buildup going on in that country.",-0.3104776
Ronald Reagan,1983,,It would reward the Soviets for their massive military buildup while preventing us from modernizing our aging and increasingly vulnerable forces.,-0.45793158
Ronald Reagan,1983,,A freeze would reward the Soviet Union for its enormous and unparalleled military buildup.,0.27203244
Ronald Reagan,1983,,"Not the military dictators, not the colonialists, not even the ancient Chinese warlords.",-0.75561565
Ronald Reagan,1982,,We're menaced by a power that openly condemns our values and answers our restraint with a relentless military buildup.,-0.7695432
Ronald Reagan,1982,,"I do recall that on one occasion, Sir Winston Churchill said in exasperation about one of our most distinguished diplomats: ""He is the only case I know of a bull who carries his china shop with him.""",-0.30377942
Jimmy Carter,1980,,Our decision to normalize relations with the People's Republic of China will help to preserve peace and stability in Asia and in the Western Pacific.,0.7220206
Jimmy Carter,1979,,We are entering a hopeful era in our relations with one-fourth of the world's people who live in China.,0.85571176
Jimmy Carter,1979,,"And with prompt congressional action on authorizing legislation, we will continue our commitment to a prosperous, peaceful, and secure life for the people of Taiwan.",0.824593
Jimmy Carter,1978,,I would like to read a joint Communiqué which is being simultaneously issued in Peking at this very moment by the leaders of the People's Republic of China:,0.18649031
Jimmy Carter,1978,,"JOINT COMMUNIQUÉ ON THE ESTABLISHMENT OF DIPLOMATIC RELATIONS BETWEEN THE UNITED STATES OF AMERICA AND THE PEOPLE'S REPUBLIC OF CHINA  JANUARY 1, 1979  The United States of America and the People's Republic of China have agreed to recognize each other and to establish diplomatic relations as of January 1, 1979.",0.16277622
Jimmy Carter,1978,,The United States of America recognizes the Government of the People's Republic of China as the sole legal Government of China.,0.27039984
Jimmy Carter,1978,,"Within this context, the people of the United States will maintain cultural, commercial, and other unofficial relations with the people of Taiwan.",0.036670238
Jimmy Carter,1978,,The United States of America and the People's Republic of China reaffirm the principles agreed on by the two sides in the Shanghai Communiqué and emphasize once again that:  —Both wish to reduce the danger of international military conflict.,0.3955272
Jimmy Carter,1978,,—The Government of the United States of America acknowledges the Chinese position that there is but one China and Taiwan is part of China.  —Both believe that normalization of Sino-American relations is not only in the interest of the Chinese and American peoples but also contributes to the cause of peace in Asia and the world.,0.37387842
Jimmy Carter,1978,,"The United States of America and the people's Republic of China will exchange Ambassadors and establish Embassies on March 1, 1979.",0.0038035586
Jimmy Carter,1978,,"Yesterday, our country and the People's Republic of China reached this final historic agreement.",0.79338264
Jimmy Carter,1978,,"As a nation of gifted people who comprise about one-fourth of the total population of the Earth, China plays, already, an important role in world affairs, a role that can only grow more important in the years ahead.",0.93274444
Jimmy Carter,1978,,"In recognizing the People's Republic of China, that it is the single Government of China, we are recognizing simple reality.",0.39431506
Jimmy Carter,1978,,"Before the estrangement of recent decades, the American and the Chinese people had a long history of friendship.",0.30132768
Jimmy Carter,1978,,"The change that I'm announcing tonight will be of great long-term benefit to the peoples of both our country and China—and, I believe, to all the peoples of the world.",0.9251067
Jimmy Carter,1978,,These more positive relations with China can beneficially affect the world in which we live and the world in which our children will live.,0.7864684
Jimmy Carter,1978,,"But I wish also tonight to convey a special message to the people of Taiwan—I have already communicated with the leaders in Taiwan—with whom the American people have had and will have extensive, close, and friendly relations.",0.5367276
Jimmy Carter,1978,,"As the United States asserted in the Shanghai Communiqué of 1972, issued on President Nixon's historic visit, we will continue to have an interest in the peaceful resolution of the Taiwan issue.",0.32366556
Jimmy Carter,1978,,I have paid special attention to ensuring that normalization of relations between our country and the People's Republic will not jeopardize the well-being of the people of Taiwan.,0.21883808
Jimmy Carter,1978,,"The people of our country will maintain our current commercial, cultural, trade, and other relations with Taiwan through nongovernmental means.",0.18807167
Jimmy Carter,1978,,"To strengthen and to expedite the benefits of this new relationship between China and the United States, I am pleased to announce that Vice Premier Teng has accepted my invitation and will visit Washington at the end of January.",0.9662854
Jimmy Carter,1978,,The normalization of relations between the United States and China has no other purpose than this: the advancement of peace.,0.054628365
Jimmy Carter,1977,,It's important that we make progress toward normalizing relations with the People's Republic of China.,0.5404527
Jimmy Carter,1977,,We see the American and Chinese relationship as a central element of our global policy and China as a key force for global peace.,0.38244453
Jimmy Carter,1977,,We wish to cooperate closely with the creative Chinese people on the problems that confront all mankind.,0.6840922
Jimmy Carter,1977,,"I will also strive to improve our relations with the Soviet Union and the People's Republic of China, ensuring our security while seeking to reduce the risks of conflict.",0.4166814
Gerald Ford,1977,,Our relationship with the People's Republic of China is proving its importance and its durability.,0.6160468
Gerald Ford,1976,,"Our relations with Eastern Europe, the Soviet Union, and mainland China are firm, vigilant, and forward looking.",0.4050653
Gerald Ford,1976,,"We have an improving relationship with China, the world's most populous nation.",0.9367888
Gerald Ford,1975,,"I have just completed, as many of you know, a 7-day trip to the State of Alaska, to the People's Republic of China, to our good friends Indonesia and the Philippines, and now I am obviously happy to be home in our 50th State, Hawaii.",0.95410913
Gerald Ford,1975,,"The United States, the Soviet Union, China, and Japan are all Pacific powers.",-0.056448396
Gerald Ford,1975,,"The third premise of a new Pacific Doctrine is the normalization of relations with the People's Republic of China, the strengthening of our new ties with this great nation representing nearly one-quarter of mankind.",0.612001
Gerald Ford,1975,,I visited China to build on the dialog started nearly 4 years ago.,0.34188527
Gerald Ford,1975,,My wide-ranging exchanges with the leaders of the People's Republic of China--with Chairman Mao Tse-tung and Vice Premier Teng Hsiao-ping--enhanced our understanding of each other's views and each other's policies.,0.7772543
Gerald Ford,1975,,I reaffirmed the determination of the United States to complete the normalization of relations with the People's Republic of China on the basis of the Shanghai communique.,0.66422874
Gerald Ford,1975,,"After leaving China, I visited Indonesia and the Philippines.",0.068214536
Gerald Ford,1975,,"After two decades of mutual estrangement, we have achieved an historic opening with the People's Republic of China.",0.7727509
Gerald Ford,1975,,"Diplomatic notes to this effect have been sent to all members of the Paris conference, including the Soviet Union and the People's Republic of China.",-0.0058563203
Gerald Ford,1975,,"With the People's Republic of China, we are firmly fixed on the course set forth in the Shanghai communique.",0.24321355
Gerald Ford,1975,,I will visit China later this year to reaffirm these interests and to accelerate the improvement in our relations.,0.7696253
Gerald Ford,1975,,And I was glad to welcome the distinguished Speaker and the distinguished minority leader of the House back today from their constructive visit to the People's Republic of China.,0.98453295
Gerald Ford,1975,,"The Berlin agreement, the SALT agreements, our new relationship with China, the unprecedented efforts in the Middle East are immensely encouraging.",0.9662421
Gerald Ford,1974,,"For example, our new rapport with the People's Republic of China best serves the purposes of each nation and the interests of the entire world.",0.5680427
Richard M. Nixon,1974,,"Many in Europe, particularly, and in China, Asia, have paintings of great, great value, things that we just don't have here and, probably, will never have until we are 1,000 years old or older.",0.5758269
Richard M. Nixon,1974,,We have unlocked the doors that for a quarter of a century stood between the United States and the People's Republic of China.,0.36725205
Richard M. Nixon,1974,,"We must now ensure that the one quarter of the world's people who live in the People's Republic of China will be and remain not our enemies, but our friends.",0.023831844
Richard M. Nixon,1974,,We were in hostile isolation from a quarter of the world's people who lived in Mainland China.,-0.6724611
Richard M. Nixon,1974,,"With the People's Republic of China after a generation of hostile isolation, we have begun a period of peaceful exchange and expanding trade.",0.57471156
Richard M. Nixon,1972,,"We are united Americans—North, East, West, and South, both parties—in our desire for peace, peace with honor, the kind of a peace that will last, and we are moving swiftly toward that great goal, not just in Vietnam, but a new era of peace in which the old relationships between the two super powers, the Soviet Union and the United States, and between the world's most populous nation, the People's Republic of China, and the United States, are changed so that we are on the eve of what could be the greatest generation of peace, true peace for the whole world, that man has ever known.",0.8660992
Richard M. Nixon,1972,,"As you know, I will soon be visiting the People's Republic of China and the Soviet Union.",0.14699657
Richard M. Nixon,1971,,We have relaxed trade and travel restrictions to underline our readiness for greater contact with Communist China.,0.48676407
Richard M. Nixon,1971,,—We will search for consecutive discussions with Communist China while maintaining our defense commitment to Taiwan.,0.12714647
Richard M. Nixon,1971,,"When the Government of the People's Republic of China is ready to engage in talks, it will find us receptive to agreements that further the legitimate national interests of China and its neighbors.",0.5411012
Richard M. Nixon,1971,,"An economically powerful democratic free nation, Japan, is seeking new markets; a potentially powerful Communist nation, China, will one day seek new outlets and new relations; a Communist competitor, the Soviet Union, has interests there as well; and the independent non-Communist nations of Southeast Asia are already working together in regional association.",0.30338904
Richard M. Nixon,1970,,It is with this same spirit that we have resumed discussions with Communist China in our talks at Warsaw.,0.21589246
Richard M. Nixon,1969,,"Fifteen years ago North Vietnam, with the logistical support of Communist China and the Soviet Union, launched a campaign to impose a Communist government on South Vietnam by instigating and supporting a revolution.",-0.27179176
Lyndon B. Johnson,1967,,"I think that the thing we must bear in mind, that what happens in South Vietnam is up to the people of South Vietnam, not to North Vietnam, not to China, the Soviet Union, or the United States--but the people of South Vietnam.",-0.113444135
Lyndon B. Johnson,1967,,"We are prepared to have every man in South Vietnam under their constitutional government, one man-one vote--for those people themselves to determine the kind of government they want.",0.040478393
Lyndon B. Johnson,1967,,It is a matter for them to determine.,-0.068680495
Lyndon B. Johnson,1967,,"But I can say that so far as the United States is concerned, we are ready to stop fighting tonight if they are ready to stop fighting.",-0.19256437
Lyndon B. Johnson,1967,,But we are not ready to stop our side of the war only to encourage them to escalate their side of the war.,-0.6851102
Lyndon B. Johnson,1967,,"We will reciprocate and meet any move that they make, but we are not going to be so softheaded and pudding headed as to say that we will stop our half of the war and hope and pray that they stop theirs.",-0.08516006
Lyndon B. Johnson,1967,,"Every time we have, they have escalated their efforts and they have killed our soldiers.",-0.94206494
Lyndon B. Johnson,1967,,"But if you want us to stop our bombing, you have to ask them to stop their bombing, stop their hand grenades, stop their mortars.",-0.6682496
Lyndon B. Johnson,1967,,"Without going into your statements as to my views, I would say this: We are not sure just at this point of all that motivates the Chinese, or the Russians, or any of the other Communists who are supporting the North Vietnamese.",-0.35769135
Lyndon B. Johnson,1967,,"Mr. President, what about China?",-0.107202455
Lyndon B. Johnson,1967,,"Many people, as they peer off into the midst of the future, see our future problem with China.",-0.3763441
Lyndon B. Johnson,1967,,"If you could sit down with the rulers of China, what would you tell them about America's intentions toward them?",-0.10701958
Lyndon B. Johnson,1967,,"We think there are some very important things taking place right in China today that will contribute to, we hope, a better understanding and a more moderate approach to their neighbors in the world.",0.9306605
Lyndon B. Johnson,1967,,We don't know all that we would like to know about what is going on in China.,-0.33710346
Lyndon B. Johnson,1967,,"But on Tuesday of this week, its lead editorial calls your permission to bomb within 10 miles of China a dangerous escalation of the bombing which could lead to war with China.",-0.8295079
Lyndon B. Johnson,1967,,First I would like to make it clear that these air strikes are not intended as any threat to Communist China.,-0.3132976
Lyndon B. Johnson,1967,,"Q. Mr. President, could you give us your assessment of how recent events in China may be affecting the chances for peace in Vietnam?",-0.11043605
Lyndon B. Johnson,1967,,"First of all, your assessment of what is happening in China, and then how you think that may affect the chance of a peace?",-0.24913539
Lyndon B. Johnson,1967,,I think that there is little I can add to what the general public knows about the events in China.,-0.33837956
Lyndon B. Johnson,1967,,And I do not see that the differences in China are going to contribute anything to the strength of the North Vietnamese.,-0.5661785
Lyndon B. Johnson,1967,,And I cannot say at this moment that the events in China are going to contribute immediately to the end of the war in Vietnam.,-0.29345196
Lyndon B. Johnson,1966,,"Q. Mr. President, earlier this week Communist China exploded its fifth atomic device and the Atomic Energy Commission has evidence that they are working on a nuclear bomb.",-0.5750029
Lyndon B. Johnson,1966,,"In your speech last week, you suggested a conciliatory attitude toward mainland China under certain conditions.",0.3011912
Lyndon B. Johnson,1966,,"Do you have in mind an administration initiative that would lead toward a two-China policy in the United Nations, or is the administration attitude toward Communist Chinese admission to the United Nations the same as it has been?",-0.052709445
Lyndon B. Johnson,1966,,And I hope that at a not too distant date mainland China will be willing to open some of the barriers to these exchanges and be willing to perhaps come nearer to abiding by the principles laid down in the United Nations Charter.,0.477071
Lyndon B. Johnson,1966,,"Under what conditions, Mr. President, would the administration consider reducing its trade barriers against Communist China?",-0.1289976
Lyndon B. Johnson,1966,,"I think until we can have more understanding of what China's plans are and China's hopes are, and what China expects to do in her own way in the future, we would not want to determine our complete course of conduct.",-0.27209324
Lyndon B. Johnson,1966,,"In the last year:  -Japan and Korea have settled their long-standing disputes and established normal relations with promise for a closer cooperation;  -One country after another has achieved rates of economic growth that are far beyond the most optimistic hopes we had a few years ago;  -Indonesia and its more than 100 million people have already pulled back from the brink of communism and economic collapse;  -Our friends in India and Pakistan-600 million strong-have ended a tragic conflict and have returned to the immense work of peace;  -Japan has become a dramatic example of economic progress through political and social freedom and has begun to help others;  -Communist China's policy of aggression by proxy is failing;  -Nine Pacific nations-allies and neutrals, white and colored-came together on their own initiative to form an Asian and Pacific Council;  -New and constructive groupings for economic cooperation are under discussion in Southeast Asia;  -The billion dollar Asian Development Bank which I first mentioned in Baltimore in my televised speech a few months ago is already moving forward in Manila with the participation of more than 31 nations;  -And the development of the Lower Mekong River Basin is going forward despite the war.",0.5335218
Lyndon B. Johnson,1966,,A peaceful mainland China is central to a peaceful Asia.,0.5212478
Lyndon B. Johnson,1966,,A hostile China must be discouraged from aggression.,-0.7774286
Lyndon B. Johnson,1966,,A misguided China must be encouraged toward understanding of the outside world and toward policies of peaceful cooperation.,0.46513662
Lyndon B. Johnson,1966,,For lasting peace can never come to Asia as long as the 700 million people of mainland China are isolated by their rulers from the outside world.,-0.7305501
Lyndon B. Johnson,1966,,"For many years, now, the United States has attempted in vain to persuade the Chinese Communists to agree to an exchange of newsmen as one of the first steps to increased understanding between our people.",-0.54619586
Lyndon B. Johnson,1966,,"More recently, we have taken steps to permit American scholars, experts in medicine and public health, and other specialists to travel to Communist China.",0.18942785
Lyndon B. Johnson,1966,,"And only today we, here in the Government, cleared a passport for a leading American businessman to exchange knowledge with Chinese mainland leaders in Red China.",0.41463214
Lyndon B. Johnson,1966,,"All of these initiatives, except the action today, have been rejected by Communist China.",-0.8220972
Lyndon B. Johnson,1966,,"Q. Mr. President, in view of your statement at the beginning of the news conference, in which you talked about the successful military buildup, and also about the fact that we may be able to cut back some of our military production, would it be accurate for us, Mr. President, to analyze this as indicating that the major part of the buildup has now been accomplished in Vietnam?",0.025455922
Lyndon B. Johnson,1966,,"Q. Mr. President, a Paris magazine, a French magazine, reports that Ho Chi Minh told Red China and the Soviet Union if they didn't give more help he would have to come to terms with us next year.",-0.20684355
Lyndon B. Johnson,1966,,A few years ago the nations of free Asia lay under the shadow of Communist China.,-0.4164706
Lyndon B. Johnson,1966,,"They shifted over to heavy weapons, using imported ammunition, most of it coming from Communist China.",-0.44346386
Lyndon B. Johnson,1966,,There is nothing that we want in Communist China.,-0.78052133
Lyndon B. Johnson,1966,,There is nothing the American people want from Communist China.,-0.7863312
Lyndon B. Johnson,1966,,"Fifth, some ask about the risks of a wider war, perhaps against the vast land armies of Red China.",-0.35504642
Lyndon B. Johnson,1966,,In recent months a number of nations have east out those who would subject them to the ambitions of mainland China.,-0.2640083
Lyndon B. Johnson,1965,,"Would you assess that danger for us, including the point as to whether you think it is possible to keep Indonesia from completely going into the Communist Chinese orbit?",-0.25189918
Lyndon B. Johnson,1965,,It is guided by North Viet-Nam and it is spurred by Communist China.,-0.12240343
Lyndon B. Johnson,1965,,"Q. Mr. President, in the light of the decisions on Viet-Nam which you have just announced, is the United States prepared with additional plans should North Viet-Nam escalate its military effort, and how do you anticipate that the Chinese Communists will react to what you have announced today?",-0.12430869
Lyndon B. Johnson,1965,,Communist China apparently desires the war to continue whatever the cost to their allies.,-0.56906
Lyndon B. Johnson,1965,,Their objective is not the fulfillment of Vietnamese nationalism; it is to erode and to discredit America's ability to help prevent Chinese domination over all of Asia.,-0.6471612
Lyndon B. Johnson,1965,,"Q. Mr. President, today the Soviet Union agreed to a French proposal for a 5-power nuclear disarmament conference which would include Communist China as a nuclear power.",0.19353572
Lyndon B. Johnson,1965,,"Q. Mr. President, I wonder, sir, if you could evaluate for us the threat that has been posed by Red China to send volunteers into Viet-Nam if we escalate the war further?",-0.32454225
Lyndon B. Johnson,1965,,Over this war--and all Asia--is another reality: the deepening shadow of Communist China.,-0.583153
Lyndon B. Johnson,1965,,"This is a regime which has destroyed freedom in Tibet, which has attacked India, and has been condemned by the United Nations for aggression in Korea.",-0.9225644
Lyndon B. Johnson,1965,,There are those who say that all our effort there will be futile--that China's power is such that it is bound to dominate all southeast Asia.,-0.3394088
Lyndon B. Johnson,1965,,The ordinary men and women of North Viet-Nam and South Viet-Nam--of China and India--of Russia and America--are brave people.,0.6882032
Lyndon B. Johnson,1965,,Over this war--and all Asia--is another reality: the deepening shadow of Communist China.,-0.583153
Lyndon B. Johnson,1965,,"This is a regime which has destroyed freedom in Tibet, which has attacked India, and has been condemned by the United Nations for aggression in Korea.",-0.9225644
Lyndon B. Johnson,1965,,There are those who say that all our effort there will be futile--that China's power is such that it is bound to dominate all southeast Asia.,-0.3394088
Lyndon B. Johnson,1965,,The ordinary men and women of North Viet-Nam and South Viet-Nam--of China and India--of Russia and America--are brave people.,0.6882032
Lyndon B. Johnson,1965,,"Q. Mr. President, General de Gaulle has made a suggestion to hold a 5-power conference including Red China, and to discuss possible changes in the United Nations.",0.04897871
Lyndon B. Johnson,1965,,"Q. Do you consider, as some people do, that there is a larger national interest in the sense that the war in Viet-Nam is part of an effort to contain Chinese expansionism in Asia?",-0.17112495
Lyndon B. Johnson,1964,,"On Friday of last week, Communist China exploded a nuclear device on an isolated test site in Sinkiang.",-0.7459924
Lyndon B. Johnson,1964,,"That same day the Chinese nuclear device was exploded at a test site near a lake called Lop Nor, in the Takla Makan desert of the remote Central Asian province of Sinkiang.",-0.66081995
Lyndon B. Johnson,1964,,"At first, in the 1950s, Russia helped the Chinese.",-0.1401306
Lyndon B. Johnson,1964,,"But the Red Chinese kept to their chosen purpose, even as their economic plans collapsed and the suffering of their people increased.",-0.7826879
Lyndon B. Johnson,1964,,Communist China has no such experience.,-0.49931192
Lyndon B. Johnson,1964,,It fools no one when it offers to trade away its first small accumulation of nuclear power against the mighty arsenals of those who limit Communist Chinese ambitions.,-0.66319245
Lyndon B. Johnson,1964,,Communist China's expensive and demanding effort tempts other states to equal folly.,-0.7191428
Lyndon B. Johnson,1964,,"We call on the world""especially Red China--to join the nations which have signed that treaty.",0.18527879
Lyndon B. Johnson,1964,,"On Friday of last week, Communist China exploded a nuclear device on an isolated test site in Sinkiang.",-0.7459924
Lyndon B. Johnson,1964,,"That same day the Chinese nuclear device was exploded at a test site near a lake called Lop Nor, in the Takla Makan desert of the remote Central Asian province of Sinkiang.",-0.66081995
Lyndon B. Johnson,1964,,"At first, in the 1950s, Russia helped the Chinese.",-0.1401306
Lyndon B. Johnson,1964,,"But the Red Chinese kept to their chosen purpose, even as their economic plans collapsed and the suffering of their people increased.",-0.7826879
Lyndon B. Johnson,1964,,Communist China has no such experience.,-0.49931192
Lyndon B. Johnson,1964,,It fools no one when it offers to trade away its first small accumulation of nuclear power against the mighty arsenals of those who limit Communist Chinese ambitions.,-0.66319245
Lyndon B. Johnson,1964,,Communist China's expensive and demanding effort tempts other states to equal folly.,-0.7191428
Lyndon B. Johnson,1964,,"We call on the world""especially Red China--to join the nations which have signed that treaty.",0.18527879
Lyndon B. Johnson,1964,,"Q. Mr. President, in elaboration of your statement on South Viet-Nam, President de Gaulle yesterday called for France, Communist China, the Soviet Union, and the United States all to get out of Indochina and leave them to settle their problems themselves.",-0.11130898
Lyndon B. Johnson,1964,,"Q. Mr. President, do you see any reason to fear that an extension of the fighting in South Viet-Nam might bring Communist China or even the Soviet Union into the fight?",-0.3733583
Lyndon B. Johnson,1964,,"Q. Mr. President, do you see any reason to fear that an extension of the fighting in South Viet-Nam might bring Communist China or even the Soviet Union into the fight?",-0.3733583
Lyndon B. Johnson,1964,,"Seventh, in view of the french recognition of Red China, we have been discussing with the free nations of Asia the necessity of resisting any further temptations to reward the Peking regime for its defiance of world peace and order.",-0.10348593
Lyndon B. Johnson,1964,,"It is being developed by the Naval Ordnance Test Station at China Lake, Calif., where the now famous Sidewinder missile was developed.",0.06734636
Lyndon B. Johnson,1964,,"Q. Mr. President, do you foresee a situation in the relatively near future where you might recommend or accept the admission of Red China into the United Nations?",-0.013515085
John F. Kennedy,1963,,"And the survivors, as Chairman Khrushchev warned the Communist Chinese, ""the survivors would envy the dead.""",-0.60743123
John F. Kennedy,1963,,For they would inherit a world so devastated by explosions and poison and fire that today we cannot even conceive of its horrors.,-0.9559294
John F. Kennedy,1963,,"According to the ancient Chinese proverb, ""A journey of a thousand miles must begin with a single step.""",0.12041915
John F. Kennedy,1963,,Dangerous problems remain from Cuba to the South China Sea.,-0.9217921
