president,year,party,sentence,sentiment
Benjamin Harrison,1891,Republican,"No effort will be omitted to protect our citizens peaceably sojourning in China, but recent unofficial information indicates that what was at first regarded as an outbreak of mob violence against foreigners has assumed the larger form of an insurrection against public order.",0.0625
Benjamin Harrison,1891,Republican,The Chinese Government has declined to receive Mr. Blair as the minister of the United States on the ground that as a participant while a Senator in the enactment of the existing legislation against the introduction of Chinese laborers he has become unfriendly and objectionable to China.,0.0
Benjamin Harrison,1891,Republican,"I have felt constrained to point out to the Chinese Government the untenableness of this position, which seems to rest as much on the unacceptability of our legislation as on that of the person chosen, and which if admitted would practically debar the selection of any representative so long as the existing laws remain in force.",0.05000000000000001
Benjamin Harrison,1891,Republican,You will be called upon to consider the expediency of making special provision by law for the temporary admission of some Chinese artisans and laborers in connection with the exhibit of Chinese industries at the approaching Columbian Exposition.,0.08928571428571429
Benjamin Harrison,1891,Republican,I regard it as desirable that the Chinese exhibit be facilitated in every proper way.,0.0
Benjamin Harrison,1891,Republican,The enforcement by the Treasury Department of the law prohibiting the coming of Chinese to the United States has been effective as to such as seek to land from vessels entering our ports.,0.19999999999999998
Benjamin Harrison,1891,Republican,A very considerable number of Chinese laborers have during the past year entered the United States from Canada and Mexico.,-0.04
Benjamin Harrison,1891,Republican,"The Department of Justice has construed the laws to require the return of any Chinaman found to be unlawfully in this country to China as the country from which he came, notwithstanding the fact that he came by way of Canada; but several of the district courts have in cases brought before them overruled this view of the law and decided that such persons must be returned to Canada.",0.0
Benjamin Harrison,1891,Republican,"But the only appropriation made is for sending them back to China, and the Canadian officials refuse to allow them to reenter Canada without the payment of the fifty-dollar head tax.",0.0
Benjamin Harrison,1891,Republican,"In pursuance of the ocean mail law of March 3, 1891, and after a most careful study of the whole subject and frequent conferences with ship-owners, boards of trade, and others, advertisements were issued by the postmaster-General for 53 lines of ocean mail service--10 to Great Britain and the Continent, 27 to South America, 3 to China and Japan, 4 to Australia and the Pacific islands, 7 to the West Indies, and 2 to Mexico.",0.22222222222222224
Benjamin Harrison,1892,Republican,"The Canadian Pacific Railway brought into the United States from China and Japan via British Columbia during the year ended June 30, 1892, 23,239,689 pounds of freight, and it carried from the United States, to be shipped to China and Japan via British Columbia, 24,068,346 pounds of freight.",0.0
Benjamin Harrison,1892,Republican,The construction of the Canadian Pacific Railway and the establishment under large subventions from Canada and England of fast steamship service from Vancouver with Japan and China seriously threaten our shipping interests in the Pacific.,0.026984126984126982
Grover Cleveland,1893,Democratic,"The legislation of last year known as the Geary law, requiring the registration of all Chinese laborers entitled to residence in the United States and the deportation of all not complying with the provisions of the act within the time prescribed, met with much opposition from Chinamen in this country.",0.06666666666666667
Grover Cleveland,1893,Democratic,"Acting upon the advice of eminent counsel that the law was unconstitutional, the great mass of Chinese laborers, pending judicial inquiry as to its validity, in good faith declined to apply for the certificates required by its provisions.",0.375
Grover Cleveland,1893,Democratic,"It is believed that under the recent amendment of the act extending the time for registration the Chinese laborers thereto entitled who desire to reside in this country will now avail themselves of the renewed privilege thus afforded of establishing by lawful procedure their right to remain, and that thereby the necessity of enforced deportation may to a great degree be avoided.",0.21714285714285717
Grover Cleveland,1893,Democratic,"It has devolved upon the United States minister at Peking, as dean of the diplomatic body, and in the absence of a representative of Sweden and Norway, to press upon the Chinese Government reparation for the recent murder of Swedish missionaries at Sung-pu.",-0.004166666666666667
Grover Cleveland,1894,Democratic,"On the 17th of March last a new treaty with China in further regulation of emigration was signed at Washington, and on August 13 it received the sanction of the Senate.",0.04545454545454545
Grover Cleveland,1894,Democratic,Ratification on the part of China and formal exchange are awaited to give effect to this mutually beneficial convention.,0.0
Grover Cleveland,1894,Democratic,A gratifying recognition of the uniform impartiality of this country toward all foreign states was manifested by the coincident request of the Chinese and Japanese Governments that the agents of the United States should within proper limits afford protection to the subjects of the other during the suspension of diplomatic relations due to a state of war.,-0.0625
Grover Cleveland,1894,Democratic,"Although the war between China and Japan endangers no policy of the United States, it deserves our gravest consideration by reason of its disturbance of our growing commercial interests in the two countries and the increased dangers which may result to our citizens domiciled or sojourning in the interior of China.",0.0
Grover Cleveland,1894,Democratic,The war now in progress between China and Japan has rendered it necessary or expedient to dispatch eight vessels to those waters.,0.0
Grover Cleveland,1895,Democratic,"The close of the momentous struggle between China and Japan, while relieving the diplomatic agents of this Government from the delicate duty they undertook at the request of both countries of rendering such service to the subjects of either belligerent within the territorial limits of the other as our neutral position permitted, developed a domestic condition in the Chinese Empire which has caused much anxiety and called for prompt and careful attention.",-0.028124999999999994
Grover Cleveland,1895,Democratic,"Either as a result of a weak control by the central Government over the provincial administrations, following a diminution of traditional governmental authority under the stress of an overwhelming national disaster, or as a manifestation upon good opportunity of the aversion of the Chinese population to all foreign ways and undertakings, there have occurred in widely separated provinces of China serious outbreaks of the old fanatical spirit against foreigners, which, unchecked by the local authorities, if not actually connived at by them, have culminated in mob attacks on foreign missionary stations, causing much destruction of property and attended with personal injuries as well as loss of life.",0.02760416666666667
Grover Cleveland,1895,Democratic,"Although but one American citizen was reported to have been actually wounded, and although the destruction of property may have fallen more heavily upon the missionaries of other nationalities than our own, it plainly behooved this Government to take the most prompt and decided action to guard against similar or perhaps more dreadful calamities befalling the hundreds of American mission stations which have grown up throughout the interior of China under the temperate rule of toleration, custom, and imperial edict.",0.05082417582417582
Grover Cleveland,1895,Democratic,"The latter commission, formed after much opposition, has gone overland from Tientsin, accompanied by a suitable Chinese escort, and by its demonstration of the readiness and ability of our Government to protect its citizens will act, it is believed, as a most influential deterrent of any similar outbreaks.",0.20833333333333334
Grover Cleveland,1895,Democratic,"The energetic steps we have thus taken are all the more likely to result in future safety to our citizens in China because the Imperial Government is, I am persuaded, entirely convinced that we desire only the liberty and protection of our own citizens and redress for any wrongs they may have suffered, and that we have no ulterior designs or objects, political or otherwise.",0.2
Grover Cleveland,1895,Democratic,"China will not forget either our kindly service to her citizens during her late war nor the further fact that, while furnishing all the facilities at our command to further the negotiation of a peace between her and Japan, we sought no advantages and interposed no counsel.",0.075
Grover Cleveland,1895,Democratic,"The Governments of both China and Japan have, in special dispatches transmitted through their respective diplomatic representatives, expressed in a most pleasing manner their grateful appreciation of our assistance to their citizens during the unhappy struggle and of the value of our aid in paving the way to their resumption of peaceful relations.",0.10142857142857145
William McKinley,1898,Republican,"The United States has not been an indifferent spectator of the extraordinary events transpiring in the Chinese Empire, whereby portions of its maritime provinces are passing under the control of various European powers; but the prospect that the vast commerce which the energy of our citizens and the necessity of our staple productions for Chinese uses has built up in those regions may not be prejudiced through any exclusive treatment by the new occupants has obviated the need of our country becoming an actor in the scene.",0.11496212121212121
William McKinley,1898,Republican,"In this relation, as showing the volume and value of our exchanges with China and the peculiarly favorable conditions which exist for their expansion in the normal course of trade, I refer to the communication addressed to the Speaker of the House of Representatives by the Secretary of the Treasury on the 14th of last June, with its accompanying letter of the Secretary of State, recommending an appropriation for a commission to study the commercial and industrial conditions in the Chinese Empire and report as to the opportunities for and obstacles to the enlargement of markets in China for the raw products and manufactures of the United States.",-0.0217948717948718
William McKinley,1898,Republican,Meanwhile there may be just ground for disquietude in view of the unrest and revival of the old sentiment of opposition and prejudice to alien people which pervades certain of the Chinese provinces.,0.01607142857142857
William McKinley,1898,Republican,"War ships have been stationed at Tientsin for more ready observation of the disorders which have invaded even the Chinese capital, so as to be in a position to act should need arise, while a guard of marines has been sent to Peking to afford the minister the same measure of authoritative protection as the representatives of other nations have been constrained to employ.",0.14583333333333334
William McKinley,1898,Republican,"The Cheek claim against Siam, after some five years of controversy, has been adjusted by arbitration under an agreement signed July 6, 1897, an award of 706,721 ticals (about $187,987.78 ), with release of the Cheek estate from mortgage claims, having been rendered March 21, 1898, in favor of the claimant by the arbitrator, Sir Nicholas John Hannen, British chief justice for China and Japan.",0.0
William McKinley,1899,Republican,"In view of disturbances in the populous provinces of northern China, where are many of our citizens, and of the imminence of disorder near the capital and toward the seaboard, a guard of marines was landed from the Boston and stationed during last winter in the legation compound at Peking.",0.19999999999999998
William McKinley,1899,Republican,"Our trade with China has continued to grow, and our commercial rights under existing treaties have been everywhere maintained during the past year, as they will be in the future.",-0.08333333333333333
William McKinley,1899,Republican,"In my message to Congress of December 5, 1898, 1 urged that the recommendation which had been made to the Speaker of the House of Representatives by the Secretary of the Treasury on the 14th of June, z898, for an appropriation for a commission to study the commercial and industrial conditions in the Chinese Empire and report as to the opportunities for, and obstacles to, the enlargement of markets in China for the raw products and manufactures of the United States, should receive at your hands the consideration which its importance and timeliness merited, but the Congress failed to take action.",-0.11346153846153846
William McKinley,1899,Republican,"Charles Denby, for many years minister to China, and Prof. Dean C. Worcester, of the University of Michigan, who had made a most careful study of life in the Philippines.",0.3
William McKinley,1899,Republican,"Questions of doubt and difficulty have also arisen with reference to the collection of tonnage tax on vessels coming from Hawaiian ports , with reference to the status of Chinese in the islands, their entrance and exit there from; as to patents and copyrights; as to the register of vessels under the navigation laws; as to the necessity of holding elections in accordance with the provisions of the Hawaiian statutes for the choice of various officers, and as to several other matters of detail touching the interests both of the island and of the Federal Government.",0.075
William McKinley,1900,Republican,In our foreign intercourse the dominant question has been the treatment of the Chinese problem.,-0.0625
William McKinley,1900,Republican,The recent troubles in China spring from the antiforeign agitation which for the past three years has gained strength in the northern provinces.,-0.125
William McKinley,1900,Republican,Their origin lies deep in the character of the Chinese races and in the traditions of their Government.,0.0
William McKinley,1900,Republican,The Taiping rebellion and the opening of Chinese ports to foreign trade and settlement disturbed alike the homogeneity and the seclusion of China.,-0.0625
William McKinley,1900,Republican,"The telegraph and the railway spreading over their land, the steamers plying on their waterways, the merchant and the missionary penetrating year by year farther to the interior, became to the Chinese mind types of an alien invasion, changing the course of their national life and fraught with vague forebodings of disaster to their beliefs and their self-control.",-0.25
William McKinley,1900,Republican,"The increasing gravity of the conditions in China and the imminence of peril to our own diversified interests in the Empire, as well as to those of all the other treaty governments, were soon appreciated by this Government, causing it profound solicitude.",0.18958333333333335
William McKinley,1900,Republican,"The United States from the earliest days of foreign intercourse with China had followed a policy of peace, omitting no occasions to testify good will, to further the extension of lawful trade, to respect the sovereignty of its Government, and to insure by all legitimate and kindly but earnest means the fullest measure of protection for the lives and property of our law-abiding citizens and for the exercise of their beneficent callings among the Chinese people.",0.1958333333333333
William McKinley,1900,Republican,"Mindful of this, it was felt to be appropriate that our purposes should be pronounced in favor of such course as would hasten united action of the powers at Peking to promote the administrative reforms so greatly needed for strengthening the Imperial Government and maintaining the integrity of China, in which we believed the whole western world to be alike concerned.",0.26666666666666666
William McKinley,1900,Republican,"To these ends I caused to be addressed to the several powers occupying territory and maintaining spheres of influence in China the circular proposals of 1899, inviting from them declarations of their intentions and views as to the desirability of the adoption of measures insuring the benefits of equality of treatment of all foreign trade throughout China.",-0.0625
William McKinley,1900,Republican,"With gratifying unanimity the responses coincided in this common policy, enabling me to see in the successful termination of these negotiations proof of the friendly spirit which animates the various powers interested in the untrammeled development of commerce and industry in the Chinese Empire as a source of vast benefit to the whole commercial world.",0.14166666666666666
William McKinley,1900,Republican,"The Chinese Government proved, however, unable to check the rising strength of the Boxers and appeared to be a prey to internal dissensions.",-0.16666666666666666
William McKinley,1900,Republican,"Organized armies of Boxers, with which the Imperial forces affiliated, held the country between Peking and the coast, penetrated into Manchuria up to the Russian borders, and through their emissaries threatened a like rising throughout northern China.",0.0
William McKinley,1900,Republican,"At this critical juncture, in the early spring of this year, a proposal was made by the other powers that a combined fleet should be assembled in Chinese waters as a moral demonstration, under cover of which to exact of the Chinese Government respect for foreign treaty rights and the suppression of the Boxers.",0.0125
William McKinley,1900,Republican,"The United States, while not participating in the joint demonstration, promptly sent from the Philippines all ships that could be spared for service on the Chinese coast.",0.0
William McKinley,1900,Republican,"While preparations were in progress for a larger expedition, to strengthen the legation guards and keep the railway open, an attempt of the foreign ships to make a landing at Taku was met by a fire from the Chinese forts.",-0.03125
William McKinley,1900,Republican,"The forts were thereupon shelled by the foreign vessels, the American admiral taking no part in the attack, on the ground that we were not at war with China and that a hostile demonstration might consolidate the antiforeign elements and strengthen the Boxers to oppose the relieving column.",-0.0625
William McKinley,1900,Republican,An attempt by the legation guard to recover his body was foiled by the Chinese.,0.0
William McKinley,1900,Republican,"So thickly did the balls rain, that, when the ammunition of the besieged ran low, five quarts of Chinese bullets were gathered in an hour in one compound and recast.

Attempts were made to burn the legations by setting neighboring houses on fire, but the flames were successfully fought off, although the Austrian, Belgian, Italian.",0.09
William McKinley,1900,Republican,"To save life and ammunition the besieged sparingly returned the incessant fire of the Chinese soldiery, fighting only to repel attack or make an occasional successful sortie for strategic advantage, such as that of fifty-five American, British, and Russian marines led by Captain Myers, of the United States Marine Corps, which resulted in the capture of a formidable barricade on the wall that gravely menaced the American position.",0.08333333333333333
William McKinley,1900,Republican,"Indeed, the only communication had with the Chinese Government related to the occasional delivery or dispatch of a telegram or to the demands of the Tsung-li Yamen for the withdrawal of the legations to the coast under escort.",0.0
William McKinley,1900,Republican,"Not only are the protestations of the Chinese Government that it protected and succored the legations positively contradicted, but irresistible proof accumulates that the attacks upon them were made by Imperial troops, regularly uniformed, armed, and officered, belonging to the command of Jung Lu, the Imperial commander in chief.",0.056818181818181816
William McKinley,1900,Republican,"Even in the distant provinces men suspected of foreign sympathy were put to death, prominent among these being Chang Yen-hoon, formerly Chinese minister in Washington.",0.06875
William McKinley,1900,Republican,"With the negotiation of the partial armistice of July 14, a proceeding which was doubtless promoted by the representations of the Chinese envoy in Washington, the way was opened for the conveyance to Mr. Conger of a test message sent by the Secretary of State through the kind offices of Minister Wu Ting-fang.",0.16666666666666666
William McKinley,1900,Republican,Thereafter the disheartened Chinese troops offered little show of resistance.,-0.09375
William McKinley,1900,Republican,"Treating the condition in the north as one of virtual anarchy, in which the great provinces of the south and southeast had no share, we regarded the local authorities in the latter quarters as representing the Chinese people with whom we sought to remain in peace and friendship.",0.2
William McKinley,1900,Republican,Our declared aims involved no war against the Chinese nation.,0.0
William McKinley,1900,Republican,"We adhered to the legitimate office of rescuing the imperiled legation, obtaining redress for wrongs already suffered, securing wherever possible the safety of American life and property in China, and preventing a spread of the disorders or their recurrence.",0.0
William McKinley,1900,Republican,"As was then said, "" The policy of the Government of the United States is to seek a solution which may bring about permanent safety and peace to China, preserve Chinese territorial and administrative entity, protect all rights guaranteed to friendly powers by treaty and international law, and safeguard for the world the principle of equal and impartial trade with all parts of the Chinese Empire.",0.075
William McKinley,1900,Republican,"""

Faithful to those professions which, as it proved, reflected the views and purposes of the other co-operating Governments, all our efforts have been directed toward ending the anomalous situation in China by negotiations for a settlement at the earliest possible moment.",-0.0625
William McKinley,1900,Republican,Overtures of the empowered representatives of the Chinese Emperor have been considerately entertained.,0.0
William McKinley,1900,Republican,"The Russian proposition looking to the restoration of the Imperial power in Peking has been accepted as in full consonance with our own desires, for we have held and hold that effective reparation for wrongs suffered and an enduring settlement that will make their recurrence impossible can best be brought about under an authority which the Chinese nation reverences and obeys.",0.26904761904761904
William McKinley,1900,Republican,"Regarding this as the initial condition of an acceptable settlement between China and the powers, I said in my message of October 18 to the Chinese Emperor: I trust that negotiations may begin so soon as we and the other offended Governments shall be effectively satisfied of Your Majesty's ability and power to treat with just sternness the principal offenders, who are doubly culpable, not alone toward the foreigners, but toward Your Majesty, under whose rule the purpose of China to dwell in concord with the world had hitherto found expression in the welcome and protection assured to strangers.",0.19583333333333333
William McKinley,1900,Republican,"Measured in money alone, a sufficient reparation may prove to be beyond the ability of China to meet.",0.0
William McKinley,1900,Republican,"I am disposed to think that due compensation may be made in part by increased guarantees of security for foreign rights and immunities, and, most important of all, by the opening of China to the equal commerce of all the world.",0.13
William McKinley,1900,Republican,"I favorably incline to this, believing that high tribunal could not fail to reach a solution no less conducive to the stability and enlarged prosperity of China itself than immediately beneficial to the powers.",0.16444444444444445
William McKinley,1900,Republican,"In the treatment of the difficult Chinese problems Japan has acted in harmonious concert with the other powers, and her generous cooperation materially aided in the joint relief of the beleaguered legations in Peking and in bringing about an understanding preliminary to a settlement of the issues between the powers and China.",-0.20833333333333334
William McKinley,1900,Republican,Japan's declarations in favor of the integrity of the Chinese Empire and the conservation of open world trade therewith have been frank and positive.,0.07575757575757576
William McKinley,1900,Republican,"The full development of this special service, however, requires such a large outlay of money that it should be undertaken only after a careful study and thorough understanding of all that it involves.

Very efficient service has been rendered by the Navy in connection with the insurrection in the Philippines and the recent disturbance in China.",0.12767857142857142
Theodore Roosevelt,1901,Republican,"I regard it as necessary, with this end in view, to re-enact immediately the law excluding Chinese laborers and to strengthen it wherever necessary in order to make its enforcement entirely effective.",0.15
Theodore Roosevelt,1901,Republican,"Owing to the rapid growth of our power and our interests on the Pacific, whatever happens in China must be of the keenest national concern to us.",0.0
Theodore Roosevelt,1901,Republican,"The general terms of the settlement of the questions growing out of the antiforeign uprisings in China of 1900, having been formulated in a joint note addressed to China by the representatives of the injured powers in December last, were promptly accepted by the Chinese Government.",0.016666666666666673
Theodore Roosevelt,1901,Republican,"After protracted conferences the plenipotentiaries of the several powers were able to sign a final protocol with the Chinese plenipotentiaries on the 7th of last September, setting forth the measures taken by China in compliance with the demands of the joint note, and expressing their satisfaction therewith.",0.1
Theodore Roosevelt,1901,Republican,"The agreement reached disposes in a manner satisfactory to the powers of the various grounds of complaint, and will contribute materially to better future relations between China and the powers.",0.05
Theodore Roosevelt,1901,Republican,"Reparation has been made by China for the murder of foreigners during the uprising and punishment has been inflicted on the officials, however high in rank, recognized as responsible for or having participated in the outbreak.",-0.14666666666666667
Theodore Roosevelt,1901,Republican,An edict has been issued by the Emperor of China prohibiting for two years the importation of arms and ammunition into China.,0.0
Theodore Roosevelt,1901,Republican,"China has agreed to pay adequate indemnities to the states, societies, and individuals for the losses sustained by them and for the expenses of the military expeditions sent by the various powers to protect life and restore order.",0.07777777777777777
Theodore Roosevelt,1901,Republican,"Under the provisions of the joint note of December, 1900, China has agreed to revise the treaties of commerce and navigation and to take such other steps for the purpose of facilitating foreign trade as the foreign powers may decide to be needed.",-0.09375
Theodore Roosevelt,1901,Republican,"The Chinese Government has agreed to participate financially in the work of bettering the water approaches to Shanghai and to Tientsin, the centers of foreign trade in central and northern China, and an international conservancy board, in which the Chinese Government is largely represented, has been provided for the improvement of the Shanghai River and the control of its navigation.",0.012755102040816325
Theodore Roosevelt,1901,Republican,"During these troubles our Government has unswervingly advocated moderation, and has materially aided in bringing about an adjustment which tends to enhance the welfare of China and to lead to a more beneficial intercourse between the Empire and the modern world; while in the critical period of revolt and massacre we did our full share in safe-guarding life and property, restoring order, and vindicating the national interest and honor.",0.26249999999999996
Theodore Roosevelt,1901,Republican,"It behooves us to continue in these paths, doing what lies in our power to foster feelings of good will, and leaving no effort untried to work out the great policy of full and fair intercourse between China and the nations, on a footing of equal rights and advantages to all.",0.51
Theodore Roosevelt,1901,Republican,"We advocate the ""open door"" with all that it implies; not merely the procurement of enlarged commercial opportunities on the coasts, but access to the interior by the waterways with which China has been so extraordinarily favored.",0.2625
Theodore Roosevelt,1901,Republican,Only by bringing the people of China into peaceful and friendly community of trade with all the peoples of the earth can the work now auspiciously begun be carried to fruition.,0.20833333333333334
Theodore Roosevelt,1902,Republican,"This was deemed proper, especially as it was clear that a cable connection of some kind with China, a foreign country, was a part of the company's plan.",0.11499999999999999
Theodore Roosevelt,1902,Republican,"These conditions prescribed, among other things, a maximum rate for commercial messages and that the company should construct a line from the Philippine Islands to China, there being at present, as is well known, a British line from Manila to Hongkong.",-0.03125
Theodore Roosevelt,1902,Republican,"They have, however, at length acceded to them, and an all-American line between our Pacific coast and the Chinese Empire, by way of Honolulu and the Philippine Islands, is thus provided for, and is expected within a few months to be ready for business.",-0.02500000000000001
Theodore Roosevelt,1903,Republican,"During the last session of the Congress at the suggestion of a joint note from the Republic of Mexico and the Imperial Government of China, and in harmony with an act of the Congress appropriating $25,000 to pay the expenses thereof, a commission was appointed to confer with the principal European countries in the hope that some plan might be devised whereby a fixed rate of exchange could be assured between the gold-standard countries and the silver-standard countries.",0.03333333333333333
Theodore Roosevelt,1903,Republican,"The signing of a new commercial treaty with China, which took place at Shanghai on the 8th of October, is a cause for satisfaction.",0.06818181818181818
Theodore Roosevelt,1903,Republican,"It provides not only for the ordinary rights and privileges of diplomatic and consular officers, but also for an important extension of our commerce by increased facility of access to Chinese ports, and for the relief of trade by the removal of some of the obstacles which have embarrassed it in the past.",-0.024999999999999994
Theodore Roosevelt,1903,Republican,"The Chinese Government engages, on fair and equitable conditions, which will probably be accepted by the principal commercial nations, to abandon the levy of ""liken"" and other transit dues throughout the Empire, and to introduce other desirable administrative reforms.",0.09
Theodore Roosevelt,1903,Republican,Larger facilities are to be given to our citizens who desire to carry on mining enterprises in China.,0.0
Theodore Roosevelt,1903,Republican,"And, what was an indispensable condition for the advance and development of our commerce in Manchuria, China, by treaty with us, has opened to foreign commerce the cities of Mukden, the capital of the province of Manchuria, and An-tung, an important port on the Yalu River, on the road to Korea.",0.225
Theodore Roosevelt,1904,Republican,"The enemy of the San Jose scale was found near the Great Wall of China, and is now cleaning up all our orchards.",0.45
Theodore Roosevelt,1904,Republican,"In his message of 1898 he stated:

""In this relation, as showing the peculiar volume and value of our trade with China and the peculiarly favorable conditions which exist for their expansion in the normal course of trade, I refer to the communication addressed to the Speaker of the House of Representatives by the Secretary of the Treasury on the 14th of last June, with its accompanying letter of the Secretary of State, recommending an appropriation for a commission to study the industrial and commercial conditions in the Chinese Empire and to report as to the opportunities for and the obstacles to the enlargement of markets in China for the raw products and manufactures of the United States.",-0.0217948717948718
Theodore Roosevelt,1904,Republican,"Our consular representatives in China have strongly urged a place for permanent display of American products in some prominent trade center of that Empire, under Government control and management, as an effective means of advancing our export trade therein.",0.2866666666666667
Theodore Roosevelt,1904,Republican,"In asserting the Monroe Doctrine, in taking such steps as we have taken in regard to Cuba, Venezuela, and Panama, and in endeavoring to circumscribe the theater of war in the Far East, and to secure the open door in China, we have acted in our own interest as well as in the interest of humanity at large.",0.21904761904761905
Theodore Roosevelt,1905,Republican,The questions arising in connection with Chinese immigration stand by themselves.,0.0
Theodore Roosevelt,1905,Republican,"The conditions in China are such that the entire Chinese coolie class, that is, the class of Chinese laborers, skilled and unskilled, legitimately come under the head of undesirable immigrants to this country, because of their numbers, the low wages for which they work, and their low standard of living.",0.0625
Theodore Roosevelt,1905,Republican,"Not only is it to the interest of this country to keep them out, but the Chinese authorities do not desire that they should be admitted.",0.0
Theodore Roosevelt,1905,Republican,"This is no serious proposal to alter the immigration law as regards the Chinese laborer, skilled or unskilled, and there is no excuse for any man feeling or affecting to feel the slightest alarm on the subject.",0.10500000000000001
Theodore Roosevelt,1905,Republican,"But in the effort to carry out the policy of excluding Chinese laborers, Chinese coolies, grave injustice and wrong have been done by this Nation to the people of China, and therefore ultimately to this Nation itself.",-0.125
Theodore Roosevelt,1905,Republican,"Chinese students, business and professional men of all kinds--not only merchants, but bankers, doctors, manufacturers, professors, travelers, and the like--should be encouraged to come here, and treated on precisely the same footing that we treat students, business men, travelers, and the like of other nations.",0.0625
Theodore Roosevelt,1905,Republican,"Our laws and treaties should be framed, not so as to put these people in the excepted classes, but to state that we will admit all Chinese, except Chinese of the coolie class, Chinese skilled or unskilled laborers.",0.125
Theodore Roosevelt,1905,Republican,"But it will be more easy to see that both justice and courtesy are shown, as they ought to be shown, to other Chinese, if the law or treaty is framed as above suggested.",0.16166666666666668
Theodore Roosevelt,1905,Republican,Examinations should be completed at the port of departure from China.,0.0
Theodore Roosevelt,1905,Republican,For this purpose there should be provided a more adequate Consular Service in China than we now have.,0.41666666666666663
Theodore Roosevelt,1905,Republican,"As a people we have talked much of the open door in China, and we expect, and quite rightly intend to insist upon, justice being shown us by the Chinese.",0.12142857142857143
Theodore Roosevelt,1905,Republican,We cannot ask the Chinese to do to us what we are unwilling to do to them.,0.0
Theodore Roosevelt,1905,Republican,"They would have a perfect right to exclude our laboring men if our laboring men threatened to come into their country in such numbers as to jeopardize the well-being of the Chinese population; and as, mutatis mutandis, these were the conditions with which Chinese immigration actually brought this people face to face, we had and have a perfect right, which the Chinese Government in no way contests, to act as we have acted in the matter of restricting coolie immigration.",0.2857142857142857
Theodore Roosevelt,1905,Republican,"But we must treat the Chinese student, traveler, and business man in a spirit of the broadest justice and courtesy if we expect similar treatment to be accorded to our own people of similar rank who go to China.",-0.040000000000000015
Theodore Roosevelt,1905,Republican,Much trouble has come during the past Summer from the organized boycott against American goods which has been started in China.,-0.15
Theodore Roosevelt,1905,Republican,"The main factor in producing this boycott has been the resentment felt by the students and business people of China, by all the Chinese leaders, against the harshness of our law toward educated Chinamen of the professional and business classes.",0.08888888888888889
Theodore Roosevelt,1905,Republican,This Government has the friendliest feeling for China and desires China's well-being.,0.0
Theodore Roosevelt,1905,Republican,We cordially sympathize with the announced purpose of Japan to stand for the integrity of China.,0.0
Theodore Roosevelt,1905,Republican,The best friends of the Filipino people and the people themselves are utterly opposed to the admission of Chinese coolie labor.,0.3333333333333333
Theodore Roosevelt,1905,Republican,That territory has serious commercial and industrial problems to reckon with; but no measure of relief can be considered which looks to legislation admitting Chinese and restricting them by statute to field labor and domestic service.,-0.08333333333333333
Theodore Roosevelt,1907,Republican,"There never has been any other large nation, not even China, which for so long a period has had relatively to its numbers so small a regular army as has ours.",-0.035119047619047626
Theodore Roosevelt,1907,Republican,"I ask for authority to reform the agreement with China under which the indemnity of 1900 was fixed, by remitting and cancelling the obligation of China for the payment of all that part of the stipulated indemnity which is in excess of the sum of eleven million, six hundred and fifty-five thousand, four hundred and ninety-two dollars and sixty-nine cents, and interest at four per cent.",0.1
Theodore Roosevelt,1907,Republican,"After the rescue of the foreign legations in Peking during the Boxer troubles in 1900 the Powers required from China the payment of equitable indemnities to the several nations, and the final protocol under which the troops were withdrawn, signed at Peking, September 7, 1901, fixed the amount of this indemnity allotted to the United States at over $20,000,000, and China paid, up to and including the 1st day of June last, a little over $6,000,000.",-0.035416666666666666
Theodore Roosevelt,1907,Republican,"It was the first intention of this Government at the proper time, when all claims had been presented and all expenses ascertained as fully as possible, to revise the estimates and account, and as a proof of sincere friendship for China voluntarily to release that country from its legal liability for all payments in excess of the sum which should prove to be necessary for actual indemnity to the United States and its citizens.",0.1357142857142857
Theodore Roosevelt,1907,Republican,"This Nation should help in every practicable way in the education of the Chinese people, so that the vast and populous Empire of China may gradually adapt itself to modern conditions.",0.06666666666666667
Theodore Roosevelt,1907,Republican,One way of doing this is by promoting the coming of Chinese students to this country and making it attractive to them to take courses at our universities and higher educational institutions.,0.325
Theodore Roosevelt,1908,Republican,"A recent investigation into conditions in North China by Mr. Frank N. Meyer, of the Bureau of Plant Industry of the United States Department of Agriculture, has incidentally furnished in very striking fashion proof of the ruin that comes from reckless deforestation of mountains, and of the further fact that the damage once done may prove practically irreparable.",0.21666666666666667
Theodore Roosevelt,1908,Republican,So important are these investigations that I herewith attach as an appendix to my message certain photographs showing present conditions in China.,0.20476190476190478
Theodore Roosevelt,1908,Republican,"Not many centuries ago the country of northern China was one of the most fertile and beautiful spots in the entire world, and was heavily forested.",0.18000000000000002
Theodore Roosevelt,1908,Republican,"We know this not only from the old Chinese records, but from the accounts given by the traveler, Marco Polo.",0.03333333333333333
Theodore Roosevelt,1908,Republican,The lesson of deforestation in China is a lesson which mankind should have learned many times already from what has occurred in other places.,0.1875
Theodore Roosevelt,1908,Republican,"This ruthless destruction of the forests in northern China has brought about, or has aided in bringing about, desolation, just as the destruction of the forests in central Asia aid in bringing ruin to the once rich central Asian cities; just as the destruction of the forest in northern Africa helped towards the ruin of a region that was a fertile granary in Roman days.",-0.125
Theodore Roosevelt,1908,Republican,"In northern China the mountains are now such as are shown by the accompanying photographs, absolutely barren peaks.",0.1
